"","X","date","serial_number","model","capacity_bytes","failure","smart_1_normalized","smart_3_normalized","smart_7_normalized","smart_9_raw","smart_12_raw","smart_190_raw"
"54092",54092,"2016-07-01","S300Z6AT","ST4000DM000",4000787030016,0,107,96,84,8386,4,31
"55171",55171,"2016-07-01","Z3015Z3B","ST4000DM000",4000787030016,0,118,91,84,20336,9,26
"55430",55430,"2016-07-01","Z305GVFS","ST4000DM000",4000787030016,0,117,99,81,3077,1,31
"55525",55525,"2016-07-01","Z3011WXM","ST4000DM000",4000787030016,0,118,96,87,21055,4,29
"56277",56277,"2016-07-01","Z3015J3M","ST4000DM000",4000787030016,0,116,94,84,19477,6,19
"56393",56393,"2016-07-01","ZA10CN1J","ST8000DM002",8001563222016,0,76,97,80,924,2,29
"56465",56465,"2016-07-01","W300B6M4","ST4000DM000",4000787030016,0,116,92,89,26579,14,30
"56980",56980,"2016-07-01","PL1331LAHD09NH","HGST HMS5C4040BLE640",4000787030016,0,100,100,100,1377,4,NA
"57232",57232,"2016-07-01","Z3029YX1","ST4000DM000",4000787030016,0,116,94,87,12437,6,28
"57324",57324,"2016-07-01","S300XCPL","ST4000DM000",4000787030016,0,116,100,84,8457,0,27
"57541",57541,"2016-07-01","W3004Y7M","ST4000DM000",4000787030016,0,116,92,88,25269,15,19
"58004",58004,"2016-07-01","PL1321LAG35TLH","Hitachi HDS5C4040ALE630",4000787030016,0,100,125,100,27526,31,NA
"58210",58210,"2016-07-01","Z3057FPB","ST4000DM000",4000787030016,0,114,97,82,4922,3,21
"58283",58283,"2016-07-01","Z305BAK1","ST4000DM000",4000787030016,0,114,96,74,1091,4,22
"58329",58329,"2016-07-01","W300J68Y","ST4000DM000",4000787030016,0,119,91,87,24092,16,28
"58576",58576,"2016-07-01","Z300GPHJ","ST4000DM000",4000787030016,0,117,94,89,25971,6,19
"58807",58807,"2016-07-01","WD-WXC1H3440683","WDC WD60EFRX",6001175126016,0,200,206,100,13741,8,NA
"58811",58811,"2016-07-01","Z300ZRR4","ST4000DM000",4000787030016,0,117,91,87,21049,12,23
"58863",58863,"2016-07-01","Z302CYFS","ST4000DM000",4000787030016,0,118,94,84,7016,6,24
"59004",59004,"2016-07-01","PL2331LAGRWT0J","HGST HMS5C4040ALE640",4000787030016,0,100,100,100,16158,6,NA
"59382",59382,"2016-07-01","Z3042A2Q","ST4000DM000",4000787030016,0,119,91,84,7107,13,22
"59392",59392,"2016-07-01","Z30149SH","ST4000DM000",4000787030016,0,114,91,87,21875,9,21
"59618",59618,"2016-07-01","Z3016PP6","ST4000DM000",4000787030016,0,118,96,86,20338,4,21
"59997",59997,"2016-07-01","Z3026RDS","ST4000DM000",4000787030016,0,115,92,84,8380,10,29
"60193",60193,"2016-07-01","Z3014PF3","ST4000DM000",4000787030016,0,108,96,86,20338,3,37
"60210",60210,"2016-07-01","WD-WCAYUEH50142","WDC WD1600AAJS",160041885696,0,200,189,200,30076,87,NA
"60364",60364,"2016-07-01","Z305GVVM","ST4000DM000",4000787030016,0,116,99,82,3249,1,38
"60570",60570,"2016-07-01","Z3029F0E","ST4000DM000",4000787030016,0,102,92,87,12832,15,34
"60714",60714,"2016-07-01","Z300PM73","ST4000DM000",4000787030016,0,117,91,88,23620,21,33
"60715",60715,"2016-07-01","Z300ZQY6","ST4000DM000",4000787030016,0,117,96,87,21053,4,25
"60748",60748,"2016-07-01","Z305BV2A","ST4000DM000",4000787030016,0,105,95,81,3436,5,32
"61034",61034,"2016-07-01","Z300X74C","ST4000DM000",4000787030016,0,117,91,87,22274,8,21
"61411",61411,"2016-07-01","ZA11WQH2","ST8000DM002",8001563222016,0,71,92,73,126,4,28
"61425",61425,"2016-07-01","S300ZQT8","ST4000DM000",4000787030016,0,115,92,85,8686,30,27
"61567",61567,"2016-07-01","Z3051SXK","ST4000DM000",4000787030016,0,117,96,81,3436,4,19
"62175",62175,"2016-07-01","Z300MX97","ST4000DM000",4000787030016,0,113,92,87,24038,29,33
"62284",62284,"2016-07-01","Z3040PZK","ST4000DM000",4000787030016,0,118,91,85,6923,8,30
"62577",62577,"2016-07-01","ZA10MCH1","ST8000DM002",8001563222016,0,69,96,80,900,2,24
"62653",62653,"2016-07-01","Z300KN1Y","ST4000DM000",4000787030016,0,116,92,87,24234,41,27
"62795",62795,"2016-07-01","Z303XYM6","ST4000DM000",4000787030016,0,120,95,83,5743,5,23
"62948",62948,"2016-07-01","Z3041BT0","ST4000DM000",4000787030016,0,117,99,81,6995,1,20
"63355",63355,"2016-07-01","Z304E7CZ","ST4000DM000",4000787030016,0,102,96,83,5390,4,22
"63484",63484,"2016-07-01","ZA10NFC1","ST8000DM002",8001563222016,0,100,96,73,248,2,25
"63756",63756,"2016-07-01","Z3025M9A","ST4000DM000",4000787030016,0,117,93,87,14792,7,20
"64515",64515,"2016-07-01","Z304L9K6","ST4000DM000",4000787030016,0,118,97,83,5433,3,21
"64638",64638,"2016-07-01","WD-WXC1H3442013","WDC WD60EFRX",6001175126016,0,200,201,100,13742,8,NA
"64722",64722,"2016-07-01","WD-WX21D947NNDH","WDC WD60EFRX",6001175126016,0,200,197,100,13741,8,NA
"64916",64916,"2016-07-01","Z304KCSD","ST4000DM000",4000787030016,0,119,96,83,5433,4,25
"64971",64971,"2016-07-01","S300YBKS","ST4000DM000",4000787030016,0,117,98,84,8770,2,36
"66202",66202,"2016-07-01","W300J302","ST4000DM000",4000787030016,0,117,93,87,21195,7,36
"66587",66587,"2016-07-01","Z300P911","ST4000DM000",4000787030016,0,105,91,87,23618,13,22
"66694",66694,"2016-07-01","WD-WCC4N0385882","WDC WD30EFRX",3000592982016,0,200,191,100,17064,71,NA
"66995",66995,"2016-07-01","Z3014NPN","ST4000DM000",4000787030016,0,116,91,84,20487,28,19
"67016",67016,"2016-07-01","Z3024CA7","ST4000DM000",4000787030016,0,117,94,87,11001,6,25
"67108",67108,"2016-07-01","W300ATH8","ST4000DM000",4000787030016,0,111,92,87,24089,18,25
"67416",67416,"2016-07-01","W300BJ07","ST4000DM000",4000787030016,0,111,92,88,25972,25,23
"67772",67772,"2016-07-01","Z302R488","ST4000DM000",4000787030016,0,118,98,85,7091,2,34
"67798",67798,"2016-07-01","Z305KW22","ST4000DM000",4000787030016,0,115,99,80,3103,1,38
"67895",67895,"2016-07-01","Z3041BXZ","ST4000DM000",4000787030016,0,111,95,86,7087,5,22
"68017",68017,"2016-07-01","Z300GP9Z","ST4000DM000",4000787030016,0,117,91,87,22726,62,23
"68022",68022,"2016-07-01","Z300GP9S","ST4000DM000",4000787030016,0,108,92,89,25970,12,23
"68060",68060,"2016-07-01","Z300NK8E","ST4000DM000",4000787030016,0,110,92,88,23481,10,29
"68318",68318,"2016-07-01","PL1331LAHBN14H","HGST HMS5C4040BLE640",4000787030016,0,100,100,100,414,3,NA
"68604",68604,"2016-07-01","W300R7YQ","ST4000DM000",4000787030016,0,112,91,79,20832,26,32
"68660",68660,"2016-07-01","W300BMBN","ST4000DM000",4000787030016,0,108,92,89,26557,9,21
"68921",68921,"2016-07-01","Z300GPMY","ST4000DM000",4000787030016,0,117,91,84,25656,20,26
"69654",69654,"2016-07-01","Z3025ZRH","ST4000DM000",4000787030016,0,114,92,88,15013,10,20
"69665",69665,"2016-07-01","Z304L8SY","ST4000DM000",4000787030016,0,119,99,84,5433,1,24
"69855",69855,"2016-07-01","Z304JWNV","ST4000DM000",4000787030016,0,109,93,84,6444,7,26
"69922",69922,"2016-07-01","WD-WX41D94RNDP3","WDC WD60EFRX",6001175126016,0,200,100,100,12786,6,NA
"70023",70023,"2016-07-01","Z300GYZV","ST4000DM000",4000787030016,0,117,93,89,25968,17,25
"71223",71223,"2016-07-02","S301NK3V","ST4000DM000",4000787030016,0,114,94,84,5930,6,26
"71492",71492,"2016-07-02","MK0311YHGL3H3A","Hitachi HDS723030ALA640",3000592982016,0,100,121,100,43871,28,NA
"71891",71891,"2016-07-02","Z3040YXY","ST4000DM000",4000787030016,0,114,95,85,7112,5,23
"71984",71984,"2016-07-02","Z3015H5K","ST4000DM000",4000787030016,0,119,96,86,20360,4,25
"72309",72309,"2016-07-02","W300960V","ST4000DM000",4000787030016,0,114,91,89,26596,13,25
"72333",72333,"2016-07-02","Z300KK12","ST4000DM000",4000787030016,0,118,91,78,22561,18,33
"72344",72344,"2016-07-02","Z3029H4P","ST4000DM000",4000787030016,0,118,98,87,12271,2,21
"72608",72608,"2016-07-02","Z3029Z3P","ST4000DM000",4000787030016,0,118,91,87,12676,10,28
"72928",72928,"2016-07-02","S300ZNMD","ST4000DM000",4000787030016,0,111,92,84,8794,12,31
"73064",73064,"2016-07-02","Z300GZ34","ST4000DM000",4000787030016,0,118,91,88,25993,16,20
"73286",73286,"2016-07-02","Z3025ZNH","ST4000DM000",4000787030016,0,119,92,88,15026,9,26
"73424",73424,"2016-07-02","S300WF1A","ST4000DM000",4000787030016,0,118,99,84,8120,1,36
"73491",73491,"2016-07-02","Z304KBTA","ST4000DM000",4000787030016,0,117,94,84,5748,6,24
"73556",73556,"2016-07-02","W0Q1SSE0","ST320LT007",320072933376,0,118,98,87,23304,33,35
"73720",73720,"2016-07-02","WD-WXL1H642VM3E","WDC WD60EFRX",6001175126016,0,200,204,100,13764,9,NA
"74428",74428,"2016-07-02","Z3014A4Q","ST4000DM000",4000787030016,0,114,93,87,21900,7,20
"74497",74497,"2016-07-02","Z3029GFH","ST4000DM000",4000787030016,0,114,93,83,12968,7,17
"74843",74843,"2016-07-02","Z303R4WA","ST4000DM000",4000787030016,0,117,95,85,8628,5,20
"74918",74918,"2016-07-02","Z3016PEZ","ST4000DM000",4000787030016,0,112,92,78,18874,11,37
"75163",75163,"2016-07-02","Z3052GC6","ST4000DM000",4000787030016,0,117,93,81,3459,7,26
"75362",75362,"2016-07-02","S3010LZK","ST4000DM000",4000787030016,0,117,98,84,7525,2,36
"76128",76128,"2016-07-02","Z305GXWD","ST4000DM000",4000787030016,0,115,95,82,3269,5,31
"76342",76342,"2016-07-02","Z305DHNQ","ST4000DM000",4000787030016,0,115,96,82,3710,4,34
"76802",76802,"2016-07-02","Z300GPJL","ST4000DM000",4000787030016,0,119,91,89,25996,8,23
"77141",77141,"2016-07-02","Z1Z0470E","ST4000DX000",4000787030016,0,119,90,96,27492,18,39
"77183",77183,"2016-07-02","Z300K8D5","ST4000DM000",4000787030016,0,117,96,88,24633,4,22
"77238",77238,"2016-07-02","W300K1CD","ST4000DM000",4000787030016,0,118,92,87,23230,9,23
"77349",77349,"2016-07-02","S300XANN","ST4000DM000",4000787030016,0,114,100,84,8481,0,26
"77417",77417,"2016-07-02","Z4D05JPB","ST6000DX000",6001175126016,0,118,90,89,11024,8,26
"77639",77639,"2016-07-02","Z304HML7","ST4000DM000",4000787030016,0,119,99,83,5770,1,23
"77980",77980,"2016-07-02","Z3023XA8","ST4000DM000",4000787030016,0,116,91,88,14135,33,24
"78111",78111,"2016-07-02","PL1331LAHBZBDH","HGST HMS5C4040BLE640",4000787030016,0,100,100,100,1713,3,NA
"78433",78433,"2016-07-02","Z3023VD3","ST4000DM000",4000787030016,0,111,91,88,14136,33,24
"78612",78612,"2016-07-02","S300YQ6K","ST4000DM000",4000787030016,0,117,97,84,8407,3,30
"78731",78731,"2016-07-02","Z305KVLL","ST4000DM000",4000787030016,0,116,98,81,3125,2,35
"79108",79108,"2016-07-02","Z3029GYZ","ST4000DM000",4000787030016,0,107,93,89,12970,7,20
"79123",79123,"2016-07-02","Z303C1RC","ST4000DM000",4000787030016,0,119,97,86,7064,3,35
"79355",79355,"2016-07-02","Z300GQD0","ST4000DM000",4000787030016,0,114,91,88,23030,25,24
"79506",79506,"2016-07-02","W300J2V0","ST4000DM000",4000787030016,0,111,92,88,23335,9,21
"79760",79760,"2016-07-02","Z300GZEF","ST4000DM000",4000787030016,0,117,92,89,25997,10,21
"79832",79832,"2016-07-02","S301NHAJ","ST4000DM000",4000787030016,0,119,96,84,6439,4,33
"79854",79854,"2016-07-02","S301PTS3","ST4000DM000",4000787030016,0,117,97,84,5935,3,22
"79917",79917,"2016-07-02","Z304JR9J","ST4000DM000",4000787030016,0,119,91,83,5722,8,19
"80069",80069,"2016-07-02","W300BBG0","ST4000DM000",4000787030016,0,118,91,74,23737,16,28
"80115",80115,"2016-07-02","Z304KA7F","ST4000DM000",4000787030016,0,118,94,84,6467,6,30
"80284",80284,"2016-07-02","Z3019HDN","ST4000DM000",4000787030016,0,117,91,89,19868,16,30
"80297",80297,"2016-07-02","JK1180YAGXSE7T","Hitachi HDS722020ALA330",2000398934016,0,100,116,100,29660,16,NA
"80586",80586,"2016-07-02","Z3025K2X","ST4000DM000",4000787030016,0,114,96,90,15321,4,24
"80716",80716,"2016-07-02","Z305D581","ST4000DM000",4000787030016,0,117,94,81,3460,6,25
"80939",80939,"2016-07-02","MJ1311YNG37EMA","Hitachi HDS5C3030ALA630",3000592982016,0,100,124,100,40615,22,NA
"81025",81025,"2016-07-02","Z302510H","ST4000DM000",4000787030016,0,114,97,88,14477,3,31
"81077",81077,"2016-07-02","Z300GZ4W","ST4000DM000",4000787030016,0,119,91,88,24765,18,32
"81175",81175,"2016-07-02","Z30402QR","ST4000DM000",4000787030016,0,117,91,84,7132,13,22
"81328",81328,"2016-07-02","Z300ZV95","ST4000DM000",4000787030016,0,119,91,87,21076,8,19
"81383",81383,"2016-07-02","Z305DW3P","ST4000DM000",4000787030016,0,118,99,82,3731,1,34
"81398",81398,"2016-07-02","Z304KBYT","ST4000DM000",4000787030016,0,117,95,82,4451,5,26
"81615",81615,"2016-07-02","Z304J0X2","ST4000DM000",4000787030016,0,114,96,84,6467,4,23
"81754",81754,"2016-07-02","Z1Z03F55","ST4000DX000",4000787030016,0,114,91,93,29537,40,33
"81812",81812,"2016-07-02","S300818F","ST4000DM000",4000787030016,0,116,91,81,20331,12,29
"81904",81904,"2016-07-02","Z4D05RYT","ST6000DX000",6001175126016,0,114,88,89,11503,14,30
"81987",81987,"2016-07-02","Z1Z05439","ST4000DX000",4000787030016,0,119,91,90,7570,10,21
"82045",82045,"2016-07-02","WD-WCC4N0HT6DU5","WDC WD30EFRX",3000592982016,0,200,182,100,3608,15,NA
"82248",82248,"2016-07-02","Z302325Z","ST4000DM000",4000787030016,0,107,96,87,14837,4,36
"82296",82296,"2016-07-02","Z3029FA4","ST4000DM000",4000787030016,0,111,95,87,12654,5,34
"82539",82539,"2016-07-02","WD-WCAV3D509504","WDC WD1600AAJS",160041885696,0,200,138,100,41858,56,31
"82749",82749,"2016-07-02","Z303Z6S1","ST4000DM000",4000787030016,0,119,96,86,7064,4,31
"82774",82774,"2016-07-02","Z304KCN5","ST4000DM000",4000787030016,0,117,95,84,6442,5,34
"82821",82821,"2016-07-02","S300XRSJ","ST4000DM000",4000787030016,0,116,97,88,12727,3,27
"82849",82849,"2016-07-02","PL1331LAGSM12H","HGST HMS5C4040ALE640",4000787030016,0,100,100,100,17316,7,NA
"82867",82867,"2016-07-02","Z300CX2Y","ST4000DM000",4000787030016,0,116,91,87,24635,13,28
"83170",83170,"2016-07-02","PL1331LAGT941H","HGST HMS5C4040ALE640",4000787030016,0,100,100,100,16328,4,NA
"83311",83311,"2016-07-02","W300R5QJ","ST4000DM000",4000787030016,0,114,91,81,20676,19,30
"83754",83754,"2016-07-02","Z301475Y","ST4000DM000",4000787030016,0,114,91,87,21942,14,34
"84062",84062,"2016-07-02","W300C1LH","ST4000DM000",4000787030016,0,117,91,89,26552,26,27
"84174",84174,"2016-07-02","Z305D34A","ST4000DM000",4000787030016,0,113,96,81,3461,4,24
"84468",84468,"2016-07-02","Z305G1KP","ST4000DM000",4000787030016,0,115,92,82,3270,10,30
"84517",84517,"2016-07-02","ZA11Q7AF","ST8000DM002",8001563222016,0,82,98,70,149,1,38
"84638",84638,"2016-07-02","ZA110RTA","ST8000DM002",8001563222016,0,82,98,73,131,1,27
"85362",85362,"2016-07-02","WD-WX31D847KHLA","WDC WD60EFRX",6001175126016,0,200,100,100,13767,5,NA
"85411",85411,"2016-07-02","MJ1321YNG0PTPA","Hitachi HDS5C3030ALA630",3000592982016,0,100,125,100,42916,21,NA
"85858",85858,"2016-07-02","Z304HTQV","ST4000DM000",4000787030016,0,117,97,82,4967,3,25
"85879",85879,"2016-07-02","Z302A0XB","ST4000DM000",4000787030016,0,118,92,87,13348,13,32
"85897",85897,"2016-07-02","Z3015LCK","ST4000DM000",4000787030016,0,120,91,87,21939,7,35
"85959",85959,"2016-07-02","PL2331LAGMEYVJ","HGST HMS5C4040BLE640",4000787030016,0,100,140,100,18027,22,NA
"86197",86197,"2016-07-02","Z305FJ6J","ST4000DM000",4000787030016,0,117,96,81,3273,4,36
"86334",86334,"2016-07-02","S300WFAX","ST4000DM000",4000787030016,0,119,98,84,8119,2,35
"86624",86624,"2016-07-02","PL1331LAGS94VH","HGST HMS5C4040ALE640",4000787030016,0,100,100,100,17865,1,NA
"87006",87006,"2016-07-02","Z3001Y9R","ST4000DM000",4000787030016,0,120,91,88,27828,55,35
"87057",87057,"2016-07-02","Z304HZHY","ST4000DM000",4000787030016,0,117,98,84,6441,2,28
"87128",87128,"2016-07-02","ZA10ATDQ","ST8000DM002",8001563222016,0,74,98,70,150,1,40
"87129",87129,"2016-07-02","Z305D214","ST4000DM000",4000787030016,0,119,95,81,3465,5,25
"87316",87316,"2016-07-02","S300Z6B7","ST4000DM000",4000787030016,0,108,92,85,9475,15,29
"87365",87365,"2016-07-02","Z3025M2K","ST4000DM000",4000787030016,0,114,92,88,15028,12,29
"87387",87387,"2016-07-02","Z305FFV3","ST4000DM000",4000787030016,0,117,98,81,3461,2,27
"87713",87713,"2016-07-02","S30111L3","ST4000DM000",4000787030016,0,119,99,86,10279,1,23
"87714",87714,"2016-07-02","S30111L2","ST4000DM000",4000787030016,0,115,99,86,10279,1,24
"88247",88247,"2016-07-02","PL2331LAHDSEJJ","HGST HMS5C4040BLE640",4000787030016,0,100,100,100,1400,4,NA
"88248",88248,"2016-07-02","Z3015CHH","ST4000DM000",4000787030016,0,118,91,87,21972,14,20
"88260",88260,"2016-07-02","Z300GYXN","ST4000DM000",4000787030016,0,117,92,77,25990,17,23
"88347",88347,"2016-07-02","WD-WMC4N0D64V2W","WDC WD30EFRX",3000592982016,0,200,174,100,11779,8,NA
"88370",88370,"2016-07-02","Z305D31J","ST4000DM000",4000787030016,0,118,96,81,3461,4,30
"88690",88690,"2016-07-02","Z3029ZR8","ST4000DM000",4000787030016,0,119,92,87,12584,9,27
"88753",88753,"2016-07-02","WD-WCC4N0834417","WDC WD30EFRX",3000592982016,0,200,175,100,17033,10,NA
"88784",88784,"2016-07-02","PL1331LAGS04KH","HGST HMS5C4040ALE640",4000787030016,0,100,129,100,18052,12,NA
"88905",88905,"2016-07-02","Z300KFN0","ST4000DM000",4000787030016,0,112,91,78,22559,18,36
"89028",89028,"2016-07-02","W300HHH5","ST4000DM000",4000787030016,0,117,91,87,24063,26,33
"89146",89146,"2016-07-02","Z30250W7","ST4000DM000",4000787030016,0,118,93,87,15005,7,19
"89168",89168,"2016-07-02","W300E02Z","ST4000DM000",4000787030016,0,113,92,89,26596,14,22
"89215",89215,"2016-07-02","Z304KR1G","ST4000DM000",4000787030016,0,119,95,84,6439,5,30
"89741",89741,"2016-07-02","S301PPYE","ST4000DM000",4000787030016,0,118,98,84,6439,2,32
"89782",89782,"2016-07-02","Z3025LJK","ST4000DM000",4000787030016,0,118,92,88,15006,8,23
"90103",90103,"2016-07-02","PL2331LAH42LTJ","HGST HMS5C4040BLE640",4000787030016,0,100,100,100,2172,4,NA
"90104",90104,"2016-07-02","S300YL9S","ST4000DM000",4000787030016,0,116,93,87,13736,7,30
"90174",90174,"2016-07-02","S300Z6WX","ST4000DM000",4000787030016,0,117,96,84,8407,4,36
"90428",90428,"2016-07-02","PL1331LAGRHGHH","HGST HMS5C4040ALE640",4000787030016,0,100,100,100,18057,5,NA
"90435",90435,"2016-07-02","Z304HSG1","ST4000DM000",4000787030016,0,102,98,83,5456,2,22
"90725",90725,"2016-07-02","Z300W303","ST4000DM000",4000787030016,0,120,92,87,22337,10,34
"90928",90928,"2016-07-02","W300KKJ0","ST4000DM000",4000787030016,0,112,91,87,23212,13,19
"91291",91291,"2016-07-02","PL2331LAHAH58J","HGST HMS5C4040BLE640",4000787030016,0,100,100,100,438,3,NA
"91611",91611,"2016-07-02","Z302AJVP","ST4000DM000",4000787030016,0,118,99,85,8961,1,27
"92217",92217,"2016-07-02","Z304KA40","ST4000DM000",4000787030016,0,114,95,84,6507,5,26
"92328",92328,"2016-07-02","WD-WX11D2404932","WDC WD60EFRX",6001175126016,0,200,100,100,13767,5,NA
"92350",92350,"2016-07-02","Z1Z03EM1","ST4000DX000",4000787030016,0,117,90,96,29541,37,29
"93098",93098,"2016-07-02","Z30417X8","ST4000DM000",4000787030016,0,115,95,86,7111,5,20
"93346",93346,"2016-07-02","Z1Z03JJ7","ST4000DX000",4000787030016,0,116,91,58,29538,40,33
"93364",93364,"2016-07-02","W300BV9B","ST4000DM000",4000787030016,0,117,92,87,24064,29,37
"93393",93393,"2016-07-02","Z302AKDR","ST4000DM000",4000787030016,0,101,93,84,8405,7,26
"93430",93430,"2016-07-02","Z300KMTN","ST4000DM000",4000787030016,0,116,91,87,24660,10,30
"93486",93486,"2016-07-02","Z304JGRB","ST4000DM000",4000787030016,0,114,96,84,6439,4,26
"93539",93539,"2016-07-02","Z304JWEP","ST4000DM000",4000787030016,0,106,96,83,5768,4,23
"93682",93682,"2016-07-02","Z300GYSB","ST4000DM000",4000787030016,0,119,92,89,25994,22,29
"93746",93746,"2016-07-02","Z305PFNG","ST4000DM000",4000787030016,0,119,91,80,3077,12,30
"93833",93833,"2016-07-02","Z300GZ9M","ST4000DM000",4000787030016,0,117,92,89,25996,10,22
"94267",94267,"2016-07-02","PL1331LAHD2GDH","HGST HMS5C4040BLE640",4000787030016,0,100,154,100,602,44,NA
"94382",94382,"2016-07-02","Z304HVA3","ST4000DM000",4000787030016,0,111,98,83,5413,2,19
"94482",94482,"2016-07-02","PL1331LAHDZ0UH","HGST HMS5C4040BLE640",4000787030016,0,100,100,100,1712,4,NA
"94530",94530,"2016-07-02","Z3040E61","ST4000DM000",4000787030016,0,119,95,86,7065,5,32
"94531",94531,"2016-07-02","Z3040E6N","ST4000DM000",4000787030016,0,117,95,86,7064,5,33
"94587",94587,"2016-07-02","Z304J0T6","ST4000DM000",4000787030016,0,117,98,84,6492,2,24
"94911",94911,"2016-07-02","W300H3GP","ST4000DM000",4000787030016,0,119,94,88,23362,6,28
"95044",95044,"2016-07-02","Z300GPL3","ST4000DM000",4000787030016,0,114,92,88,25993,19,25
"95346",95346,"2016-07-02","Z300K8FE","ST4000DM000",4000787030016,0,118,92,87,24658,10,30
"95545",95545,"2016-07-02","Z303XZ11","ST4000DM000",4000787030016,0,117,95,84,5931,5,27
"95554",95554,"2016-07-02","Z300JM1J","ST4000DM000",4000787030016,0,108,91,87,20900,19,28
"95622",95622,"2016-07-02","Z302B0LA","ST4000DM000",4000787030016,0,117,91,87,12588,10,33
"95899",95899,"2016-07-02","Z4D0ANNG","ST6000DX000",6001175126016,0,116,90,89,10659,6,42
"96066",96066,"2016-07-02","Z304JFD7","ST4000DM000",4000787030016,0,111,95,84,6442,5,35
"96310",96310,"2016-07-02","WD-WMC4N0D2RF3F","WDC WD30EFRX",3000592982016,0,200,100,100,10080,2,NA
"96353",96353,"2016-07-02","PL2331LAH4707J","HGST HMS5C4040BLE640",4000787030016,0,100,100,100,2172,4,NA
"96570",96570,"2016-07-02","Z3026161","ST4000DM000",4000787030016,0,119,92,85,15007,9,24
"96684",96684,"2016-07-02","W300JTKT","ST4000DM000",4000787030016,0,118,94,88,24633,6,21
"96827",96827,"2016-07-02","Z3029H32","ST4000DM000",4000787030016,0,111,93,87,13736,7,25
"97503",97503,"2016-07-02","Z3025KG8","ST4000DM000",4000787030016,0,113,96,87,14450,4,23
"97539",97539,"2016-07-02","Z304JZLF","ST4000DM000",4000787030016,0,106,95,83,5456,5,18
"98010",98010,"2016-07-02","Z3015L0K","ST4000DM000",4000787030016,0,111,96,88,13347,4,34
"98206",98206,"2016-07-02","Z300XCR8","ST4000DM000",4000787030016,0,114,91,84,21510,18,35
"98325",98325,"2016-07-02","S300YPY2","ST4000DM000",4000787030016,0,117,97,84,8960,3,30
"98409",98409,"2016-07-02","Z302AKTA","ST4000DM000",4000787030016,0,120,92,87,12652,14,38
"98468",98468,"2016-07-02","Z304151W","ST4000DM000",4000787030016,0,119,91,84,7131,10,22
"98469",98469,"2016-07-02","Z304JGB2","ST4000DM000",4000787030016,0,120,95,83,5456,5,18
"98564",98564,"2016-07-02","Z302G5Q4","ST4000DM000",4000787030016,0,119,95,87,12269,5,20
"98698",98698,"2016-07-02","S301KXZY","ST4000DM000",4000787030016,0,117,99,84,6440,1,28
"98717",98717,"2016-07-02","W300BXA6","ST4000DM000",4000787030016,0,119,91,87,23322,13,20
"99105",99105,"2016-07-02","Z3023XPN","ST4000DM000",4000787030016,1,120,94,88,13804,6,35
